Sentence,Tags
fiber,O
The Eurasian beaver is slightly longer and has a more lengthened skull triangular nasal cavities as opposed to the square ones of the North American species a lighter fur color and a narrower tail,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Beavers belong to the rodent suborder Castorimorpha along with Heteromyidae kangaroo rats and kangaroo mice and the gophers,ANIMAL O O O O O O O O O O O O O O O O O
Modern beavers are the only extant members of the family Castoridae,O ANIMAL O O O O O O O O O
They originated in North America in the late Eocene and colonized Eurasia via the Bering Land Bridge in the early Oligocene coinciding with the Grande Coupure a time of significant changes in animal species around 33 million years ago myr,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In the early Miocene about 24 mya castorids evolved a semiaquatic lifestyle,O O O O O O O O O O O O
Members of the subfamily Castoroidinae are considered to be a sister group to modern beavers and included giants like Castoroides of North America and Trogontherium of Eurasia,O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O
Castoroides is estimated to have had a length of 1922 m 6272 ft and a weight of 90125 kg 198276 lb,O O O O O O O O O O O O O O O O O O O O O
Fossils of one genus in Castoroidinae Dipoides have been found near piles of chewed wood though Dipoides appears to have been an inferior woodcutter compared to Castor,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Researchers suggest that modern beavers and Castoroidinae shared a barkeating common ancestor,O O O O ANIMAL O O O O O O O
Dam and lodgebuilding likely developed from barkeating and allowed beavers to survive in the harsh winters of the subarctic,O O O O O O O O O ANIMAL O O O O O O O O O
There is no conclusive evidence for this behavior occurring in nonCastor species,O O O O O O O O O O O O
Birds are a group of warmblooded vertebrates constituting the class Aves Latin  characterised by feathers toothless beaked jaws the laying of hardshelled eggs a high metabolic rate a fourchambered heart and a strong yet lightweight skeleton,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Birds live worldwide and range in size from the 55 cm 22 in bee hummingbird to the 28 m 9 ft 2 in common ostrich,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
There are over 11000 living species and they are split into 44 orders,O O O O O O O O O O O O O
More than half are passerine or perching birds,O O O O O O O ANIMAL
Birds have wings whose development varies according to species the only known groups without wings are the extinct moa and elephant birds,ANIMAL O O O O O O O O O O O O O O O O O O O O ANIMAL
Wings which are modified forelimbs gave birds the ability to fly although further evolution has led to the loss of flight in some birds including ratites penguins and diverse endemic island species,O O O O O O ANIMAL O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
The digestive and respiratory systems of birds are also uniquely adapted for flight,O O O O O O ANIMAL O O O O O O
Some bird species of aquatic environments particularly seabirds and some waterbirds have further evolved for swimming,O ANIMAL O O O O O O O O O O O O O O
The study of birds is called ornithology,O O O ANIMAL O O O
Birds are feathered theropod dinosaurs and constitute the only known living dinosaurs,ANIMAL O O O O O O O O O O O
Likewise birds are considered reptiles in the modern cladistic sense of the term and their closest living relatives are the crocodilians,O ANIMAL O O O O O O O O O O O O O O O O O O O
Birds are descendants of the primitive avialans whose members include Archaeopteryx which first appeared during the Late Jurassic,ANIMAL O O O O O O O O O O O O O O O O O
According to some estimates modern birds Neornithes evolved in the Late Cretaceous or between the Early and Late Cretaceous 100 Ma and diversified dramatically around the time of the CretaceousPaleogene extinction event 66 million years ago which killed off the pterosaurs and all nonornithuran dinosaurs,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Many social species preserve knowledge across generations culture,O O O O O O O O
Birds are social communicating with visual signals calls and songs and participating in such behaviour as cooperative breeding and hunting flocking and mobbing of predators,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
The vast majority of bird species are socially but not necessarily sexually monogamous usually for one breeding season at a time sometimes for years and rarely for life,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Other species have breeding systems that are polygynous one male with many females or rarely polyandrous one female with many males,O O O O O O O O O O O O O O O O O O O O O
Birds produce offspring by laying eggs which are fertilised through sexual reproduction,ANIMAL O O O O O O O O O O O
They are usually laid in a nest and incubated by the parents,O O O O O O O O O O O O
Most birds have an extended period of parental care after hatching,O ANIMAL O O O O O O O O O
Many species of birds are economically important as food for human consumption and raw material in manufacturing with domesticated and undomesticated birds being important sources of eggs meat and feathers,O O O ANIMAL O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
Songbirds parrots and other species are popular as pets,O O O O O O O O O
Guano bird excrement is harvested for use as a fertiliser,O ANIMAL O O O O O O O O
Birds figure throughout human culture,ANIMAL O O O O
About 120 to 130 species have become extinct due to human activity since the 17th century and hundreds more before then,O O O O O O O O O O O O O O O O O O O O O
Human activity threatens about 1200 bird species with extinction though efforts are underway to protect them,O O O O O ANIMAL O O O O O O O O O O
Recreational birdwatching is an important part of the ecotourism industry,O O O O O O O O O O
The first classification of birds was developed by Francis Willughby and John Ray in their 1676 volume Ornithologiae,O O O O ANIMAL O O O O O O O O O O O O O
Carl Linnaeus modified that work in 1758 to devise the taxonomic classification system currently in use,O O O O O O O O O O O O O O O O
Birds are categorised as the biological class Aves in Linnaean taxonomy,ANIMAL O O O O O O O O O O
Phylogenetic taxonomy places Aves in the clade Theropoda as an infraclass or more recently a subclass or class,O O O O O O O O O O O O O O O O O O
Aves and a sister group the order Crocodilia contain the only living representatives of the reptile clade Archosauria,O O O O O O O O O O O O O O O O O O
During the late 1990s Aves was most commonly defined phylogenetically as all descendants of the most recent common ancestor of modern birds and Archaeopteryx lithographica,O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O
However an earlier definition proposed by Jacques Gauthier gained wide currency in the 21st century and is used by many scientists including adherents to the PhyloCode,O O O O O O O O O O O O O O O O O O O O O O O O O O
Gauthier defined Aves to include only the crown group of the set of modern birds,O O O O O O O O O O O O O O ANIMAL
This was done by excluding most groups known only from fossils and assigning them instead to the broader group Avialae on the principle that a clade based on extant species should be limited to those extant species and their closest extinct relatives,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A bison pl bison is a large bovine in the genus Bison Greek wild ox bison within the tribe Bovini,O ANIMAL O ANIMAL O O O O O O O ANIMAL O O O ANIMAL O O O O
Two extant and numerous extinct species are recognised,O O O O O O O O
Of the two surviving species the American bison B,O O O O O O O ANIMAL O
bison found only in North America is the more numerous,ANIMAL O O O O O O O O O
Although colloquially referred to as a buffalo in the United States and Canada it is only distantly related to the true buffalo,O O O O O O O O O O O O O O O O O O O O O O
The North American species is composed of two subspecies the Plains bison B,O O O O O O O O O O O ANIMAL O
b,O
bison and the generally more northern wood bison B,ANIMAL O O O O O O ANIMAL O
b,O
athabascae,O
A third subspecies the eastern bison B,O O O O O ANIMAL O
b,O
pennsylvanicus is no longer considered a valid taxon being a junior synonym of B,O O O O O O O O O O O O O O
b,O
bison,ANIMAL
Historical references to woods bison or wood bison from the Eastern United States refer to this synonym animal and to their eastern woodland habitat not to B,O O O O ANIMAL O O ANIMAL O O O O O O O O O O O O O O O O O O O
b,O
athabascae which was not found in the region,O O O O O O O O
Its European kind B,O O O O
bonasus or wisent also zubr or colloquially European buffalo is found in Europe and the Caucasus reintroduced after being extinct in the wild,O O O O O O O O O O O O O O O O O O O O O O O
While bison species have been traditionally classified in their own genus modern genetics indicates that they are nested within the genus Bos which includes among others cattle yaks and gaur being most closely related to yaks,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The American bison and the European bison wisent are the largest surviving terrestrial animals in North America and Europe,O O ANIMAL O O O ANIMAL O O O O O O O O O O O O
They are typical artiodactyl cloven hooved ungulates and are similar in appearance to other bovines such as cattle and true buffalo,O O O O O O O O O O O O O O O O O O O O O
They are broad and muscular with shaggy coats of long hair,O O O O O O O O O O O
Adults grow up to 2 metres 6 feet 7 inches in height and 35 m 11 ft 6 in in length for American bison and up to 21 m 6 ft 11 in in height and 29 m 9 ft 6 in in length for European bison,O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O ANIMAL
American bison can weigh from around 400 to 1270 kilograms 880 to 2800 pounds and European bison can weigh from 800 to 1000 kg 1800 to 2200 lb,O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O
European bison tend to be taller than American bison,O ANIMAL O O O O O O ANIMAL
Bison are nomadic grazers and travel in herds,ANIMAL O O O O O O O
The bulls leave the herds of females at two or three years of age and join a herd of males which usually are smaller than female herds,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Mature bulls rarely travel alone,O O O O O
Towards the end of the summer for the reproductive season the sexes necessarily commingle,O O O O O O O O O O O O O O
American bison are known for living in the Great Plains but formerly had a much larger range including much of the eastern United States and parts of Mexico,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
Both species were hunted close to extinction during the 19th and 20th centuries but have since rebounded,O O O O O O O O O O O O O O O O O
The wisent in part owes its survival to the Chernobyl disaster as the Chernobyl Exclusion Zone has become a kind of wildlife preserve for wisent and other rare megafauna such as the Przewalskis horse though poaching has become a threat in the 21st century,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The American Plains bison is no longer listed as endangered but this does not mean the species is secure,O O O ANIMAL O O O O O O O O O O O O O O O
Genetically pure B,O O O
b,O
bison currently number only about 20000 separated into fragmented herdsall of which require active conservation measures,ANIMAL O O O O O O O O O O O O O O O
The wood bison is on the endangered species list in Canada and is listed as threatened in the United States though numerous attempts have been made by beefalo ranchers to have it entirely removed from the Endangered Species List,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Although superficially similar physical and behavioural differences exist between the American and European bison,O O O O O O O O O O O O O ANIMAL
The American species has 15 ribs while the European bison has 14,O O O O O O O O O ANIMAL O O
The American bison has four lumbar vertebrae while the European has five,O O ANIMAL O O O O O O O O O
The difference in this case is that what would be the first lumbar vertebra has ribs attached to it in American bison and is thus counted as the 15th thoracic vertebra compared to 14 thoracic vertebrae in wisent Adult American bison are less slim in build and have shorter legs,O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O
American bison tend to graze more and browse less than their European relatives,O ANIMAL O O O O O O O O O O O
Their anatomies reflect this behavioural difference the American bisons head hangs lower than the Europeans,O O O O O O O O ANIMAL O O O O O O
The body of the American bison is typically hairier though its tail has less hair than that of the European bison,O O O O O ANIMAL O O O O O O O O O O O O O O ANIMAL
The horns of the European bison point through the plane of their faces making them more adept at fighting through the interlocking of horns in the same manner as domestic cattle unlike the American bison which favours butting,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O
American bison are more easily tamed than their European cousins and breed with domestic cattle more readily,O ANIMAL O O O O O O O O O O O O O O O
Boa BoA or BOA may refer to Any member of Boa genus a group of boid snakes Any member of the Bolyeriidae aka Round Island boas a small family of nonvenomous snakes from Mauritius and nearby islands Any member of the Tropidophiidae aka dwarf boas a family of nonvenomous snakes found in Central America South A common name for Boa constrictor Boliviana de Aviación BoA a Bolivian state airline BoA album the eponymous debut English album for South Korean singer BoA,ANIMAL ANIMAL O ANIMAL O O O O O O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O ANIMAL O O O O ANIMAL O O O O O O O O O O ANIMAL
The boa constrictor scientific name also Boa constrictor also known as the common boa is a species of large nonvenomous heavybodied snake that is frequently kept and bred in captivity,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The boa constrictor is a member of the family Boidae,O O O O O O O O O O
The species is native to tropical South America,O O O O O O O O
A staple of private collections and public displays its color pattern is highly variable yet distinctive,O O O O O O O O O O O O O O O O
Four subspecies are recognized,O O O O
Though all boids are indeed constrictors only Boa constrictor and its subspecies is commonly referred to in English as a boa constrictoran example of a species being referred to colloquially using its scientific binomial name,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The species and subspecies of B,O O O O O O
constrictor are part of a variable diverse group of New World boids referred to as redtailed boas comprising the species Boa constrictor and Boa imperator,O O O O O O O O O O O O O O O O O O O O O O O O O
Within the exotic pet trade it is known as a BCCan abbreviation of its scientific nameto distinguish it from other boa species such as Boa imperator known as BCI or boa constrictor imperator,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Several subspecies of Boa constrictor have been described in the past but many of these are poorly differentiated and further research may redefine many of them,O O O O O O O O O O O O O O O O O O O O O O O O O O
Some appear to be based more on location rather than on biological differences,O O O O O O O O O O O O O
Boa imperator Boa nebulosa Boa orophias and Boa sigma have all been elevated to full species status,O O O O O O O O O O O O O O O O O
The boa constrictor is a large snake although it is only modestly sized in comparison to other large snakes such as the reticulated python Burmese python or the occasionally sympatric green anaconda and can reach lengths from 3 to 13 ft 091 to 396 m depending on the locality and the availability of suitable prey,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Clear sexual dimorphism is seen in the species with females generally being larger in both length and girth than males,O O O O O O O O O O O O O O O O O O O O
The usual size of mature female boas is between 7 and 10 ft 21 and 30 m whereas males are between 6 and 8 ft 18 and 24 m,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Females commonly exceed 10 ft 30 m particularly in captivity where lengths up to 12 ft 37 m or even 14 ft 43 m can be seen,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The largest documented nonstretched dry skin is deposited at Zoologische Staatssammlung München ZSM 49612012 and measures 146 ft 445 m without head,O O O O O O O O O O O O O O O O O O O O O O
A report of a boa constrictor growing up to 185 ft 56 m was later found to be a misidentified green anaconda,O O O O O O O O O O O O O O O O O O O O O O
The boa constrictor is a heavybodied snake and large specimens can weigh up to 27 kg 60 lb,O O O O O O O O O O O O O O O O O O
Females the larger sex more commonly weigh 10 to 15 kg 22 to 33 lb,O O O O O O O O O O O O O O O
Some specimens of this species can reach or possibly exceed 45 kg 100 lb although this is not usual,O O O O O O O O O O O O O O O O O O O
The size and weight of a boa constrictor depends on subspecies locale and the availability of suitable prey,O O O O O O O O O O O O O O O O O O
B,O
c,O
constrictor reaches and occasionally tops the averages given above as it is one of the relatively large subspecies of Boa constrictor,O O O O O O O O O O O O O O O O O O O O O
Buffalo most commonly refers to True buffalo or Bubalina a subtribe of wild cattle including most Old World buffalo such as water buffalo Bison a genus of wild cattle including the American buffalo Buffalo New York a city in the northeastern United States Buffalo or buffaloes may also refer to African buffalo or Cape Buffalo Syncerus caffer Bubalus a genus of bovines including various water buffalo species,ANIMAL O O O O O ANIMAL O O O O O O O O O O O ANIMAL O O O ANIMAL O O O O O O O O O ANIMAL ANIMAL O O O O O O O O O ANIMAL O ANIMAL O O O O O ANIMAL O O ANIMAL O O O O O O O O O O ANIMAL O
Butterflies are winged insects from the lepidopteran superfamily Papilionoidea characterized by large often brightly coloured wings that often fold together when at rest and a conspicuous fluttering flight,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
The oldest butterfly fossils have been dated to the Paleocene about 56 million years ago though molecular evidence suggests that they likely originated in the Cretaceous,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
The earliest Lepidoptera fossils date to the TriassicJurassic boundary around 200 million years ago,O O O O O O O O O O O O O O
Butterflies evolved from moths so while the butterflies are monophyletic forming a single clade the moths are not,ANIMAL O O O O O O ANIMAL O O O O O O O O O O
The oldest known butterfly is Protocoeliades kristenseni from the Palaeocene aged Fur Formation of Denmark approximately 55 million years old which belongs to the family Hesperiidae skippers,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Molecular clock estimates suggest that butterflies originated sometime in the Late Cretaceous but only significantly diversified during the Cenozoic with one study suggesting a North American origin for the group,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
The oldest American butterfly is the Late Eocene Prodryas persephone from the Florissant Fossil Beds approximately 34 million years old,O O O ANIMAL O O O O O O O O O O O O O O O O
Butterfly fossils Butterfly adults are characterized by their four scalecovered wings which give the Lepidoptera their name Ancient Greek λεπίς lepís scale  πτερόν pterón wing,ANIMAL O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
These scales give butterfly wings their colour they are pigmented with melanins that give them blacks and browns as well as uric acid derivatives and flavones that give them yellows but many of the blues greens reds and iridescent colours are created by structural coloration produced by the microstructures of the scales and hairs,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
As in all insects the body is divided into three sections the head thorax and abdomen,O O O O O O O O O O O O O O O O
The thorax is composed of three segments each with a pair of legs,O O O O O O O O O O O O O
In most families of butterfly the antennae are clubbed unlike those of moths which may be threadlike or feathery,O O O O ANIMAL O O O O O O O O O O O O O O
The long proboscis can be coiled when not in use for sipping nectar from flowers,O O O O O O O O O O O O O O O
Butterfly larvae caterpillars have a hard sclerotised head with strong mandibles used for cutting their food most often leaves,ANIMAL O O O O O O O O O O O O O O O O O O
They have cylindrical bodies with ten segments to the abdomen generally with short prolegs on segments 36 and 10 the three pairs of true legs on the thorax have five segments each,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Many are well camouflaged others are aposematic with bright colours and bristly projections containing toxic chemicals obtained from their food plants,O O O O O O O O O O O O O O O O O O O O O
The pupa or chrysalis unlike that of moths is not wrapped in a cocoon,O O O O O O O O O O O O O O
Butterflies are distributed worldwide except Antarctica totalling some 18500 species,ANIMAL O O O O O O O O O
Of these 775 are Nearctic 7700 Neotropical 1575 Palearctic 3650 Afrotropical and 4800 are distributed across the combined Oriental and AustralianOceania regions,O O O O O O O O O O O O O O O O O O O O O O
The monarch butterfly is native to the Americas but in the nineteenth century or before spread across the world and is now found in Australia New Zealand other parts of Oceania and the Iberian Peninsula,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It is not clear how it dispersed adults may have been blown by the wind or larvae or pupae may have been accidentally transported by humans but the presence of suitable host plants in their new environment was a necessity for their successful establishment,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A camel from Latin camelus and Ancient Greek κάμηλος kamēlos from Ancient Semitic gāmāl is an eventoed ungulate in the genus Camelus that bears distinctive fatty deposits known as humps on its back,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Camels have long been domesticated and as livestock they provide food camel milk and meat and textiles fiber and felt from camel hair,ANIMAL O O O O O O O O O O ANIMAL O O O O O O O O O ANIMAL O
Camels are working animals especially suited to their desert habitat and are a vital means of transport for passengers and cargo,ANIMAL O O O O O O O O O O O O O O O O O O O O
There are three surviving species of camel,O O O O O O ANIMAL
The onehumped dromedary makes up 94 of the worlds camel population and the twohumped Bactrian camel makes up 6,O O O O O O O O O ANIMAL O O O O O ANIMAL O O O
The wild Bactrian camel is a distinct species that is not ancestral to the domestic Bactrian camel and is now critically endangered with fewer than 1000 individuals,O O O ANIMAL O O O O O O O O O O O O ANIMAL O O O O O O O O O O
The word camel is also used informally in a wider sense where the more correct term is camelid to include all seven species of the family Camelidae the true camels the above three species along with the New World camelids the llama the alpaca the guanaco and the vicuña which belong to the separate tribe Lamini,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
Camelids originated in North America during the Eocene with the ancestor of modern camels Paracamelus migrating across the Bering land bridge into Asia during the late Miocene around 6 million years ago,O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O
The average life expectancy of a camel is 40 to 50 years,O O O O O O ANIMAL O O O O O
A fullgrown adult dromedary camel stands 185 m 6 ft 1 in at the shoulder and 215 m 7 ft 1 in at the hump,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
Bactrian camels can be a foot taller,O ANIMAL O O O O O
Camels can run at up to 65 kmh 40 mph in short bursts and sustain speeds of up to 40 kmh 25 mph,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Bactrian camels weigh 300 to 1000 kg 660 to 2200 lb and dromedaries 300 to 600 kg 660 to 1320 lb,O ANIMAL O O O O O O O O O O O O O O O O O O O
The widening toes on a camels hoof provide supplemental grip for varying soil sediments,O O O O O ANIMAL O O O O O O O O
The male dromedary camel has an organ called a dulla in his throat a large inflatable sac that he extrudes from his mouth when in rut to assert dominance and attract females,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It resembles a long swollen pink tongue hanging out of the side of the camels mouth,O O O O O O O O O O O O O O ANIMAL O
Camels mate by having both male and female sitting on the ground with the male mounting from behind,ANIMAL O O O O O O O O O O O O O O O O O
The male usually ejaculates three or four times within a single mating session,O O O O O O O O O O O O O
Camelids are the only ungulates to mate in a sitting position,O O O O O O O O O O O
Camels do not directly store water in their humps they are reservoirs of fatty tissue,ANIMAL O O O O O O O O O O O O O O
When this tissue is metabolized it yields a greater mass of water than that of the fat processed,O O O O O O O O O O O O O O O O O O
This fat metabolization while releasing energy causes water to evaporate from the lungs during respiration as oxygen is required for the metabolic process overall there is a net decrease in water,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Camels have a series of physiological adaptations that allow them to withstand long periods of time without any external source of water,ANIMAL O O O O O O O O O O O O O O O O O O O O O
The dromedary camel can drink as seldom as once every 10 days even under very hot conditions and can lose up to 30 of its body mass due to dehydration,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
Unlike other mammals camels red blood cells are oval rather than circular in shape,O O O ANIMAL O O O O O O O O O O
This facilitates the flow of red blood cells during dehydration and makes them better at withstanding high osmotic variation without rupturing when drinking large amounts of water,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Camels are able to withstand changes in body temperature and water consumption that would kill most other mammals,ANIMAL O O O O O O O O O O O O O O O O O
Their temperature ranges from 34 C 93 F at dawn and steadily increases to 40 C 104 F by sunset before they cool off at night again,O O O O O O O O O O O O O O O O O O O O O O O O O O O
In general to compare between camels and the other livestock camels lose only 13 liters of fluid intake every day while the other livestock lose 20 to 40 liters per day,O O O O O ANIMAL O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
Maintaining the brain temperature within certain limits is critical for animals to assist this camels have a rete mirabile a complex of arteries and veins lying very close to each other which utilizes countercurrent blood flow to cool blood flowing to the brain,O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Camels rarely sweat even when ambient temperatures reach 49 C 120 F,ANIMAL O O O O O O O O O O O
Any sweat that does occur evaporates at the skin level rather than at the surface of their coat the heat of vaporization therefore comes from body heat rather than ambient heat,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Camels can withstand losing 25 of their body weight in water whereas most other mammals can withstand only about 1214 dehydration before cardiac failure results from circulatory disturbance,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
The capybara or greater capybara Hydrochoerus hydrochaeris is the largest living rodent native to South America,O ANIMAL O O ANIMAL O O O O O O O O O O O
It is a member of the genus Hydrochoerus,O O O O O O O O
The only other extant member is the lesser capybara Hydrochoerus isthmius,O O O O O O O O ANIMAL O O
Its close relatives include guinea pigs and rock cavies and it is more distantly related to the agouti the chinchilla and the nutria,O O O O O O O O O O O O O O O O O O O O O O O
The capybara inhabits savannas and dense forests and lives near bodies of water,O ANIMAL O O O O O O O O O O O
It is a highly social species and can be found in groups as large as 100 individuals but usually live in groups of 1020 individuals,O O O O O O O O O O O O O O O O O O O O O O O O O
The capybara is hunted for its meat hide and grease,O ANIMAL O O O O O O O O
The capybara and the lesser capybara both belong to the subfamily Hydrochoerinae along with the rock cavies,O ANIMAL O O O ANIMAL O O O O O O O O O O O
The living capybaras and their extinct relatives were previously classified in their own family Hydrochoeridae,O O ANIMAL O O O O O O O O O O O O
Since 2002 molecular phylogenetic studies have recognized a close relationship between Hydrochoerus and Kerodon the rock cavies supporting placement of both genera in a subfamily of Caviidae,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Paleontological classifications previously used Hydrochoeridae for all capybaras while using Hydrochoerinae for the living genus and its closest fossil relatives such as Neochoerus but more recently have adopted the classification of Hydrochoerinae within Caviidae,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
The taxonomy of fossil hydrochoerines is also in a state of flux,O O O O O O O O O O O O
In recent years the diversity of fossil hydrochoerines has been substantially reduced,O O O O O O O O O O O O
This is largely due to the recognition that capybara molar teeth show strong variation in shape over the life of an individual,O O O O O O O O ANIMAL O O O O O O O O O O O O O
In one instance material once referred to four genera and seven species on the basis of differences in molar shape is now thought to represent differently aged individuals of a single species Cardiatherium paranense,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Among fossil species the name capybara can refer to the many species of Hydrochoerinae that are more closely related to the modern Hydrochoerus than to the cardiomyine rodents like Cardiomys,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
The fossil genera Cardiatherium Phugatherium Hydrochoeropsis and Neochoerus are all capybaras under that concept,O O O O O O O O O O ANIMAL O O O
The capybara has a heavy barrelshaped body and short head with reddishbrown fur on the upper part of its body that turns yellowishbrown underneath,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Its sweat glands can be found in the surface of the hairy portions of its skin an unusual trait among rodents,O O O O O O O O O O O O O O O O O O O O O
The animal lacks down hair and its guard hair differs little from over hair,O O O O O O O O O O O O O O
Adult capybaras grow to 106 to 134 cm 348 to 440 ft in length stand 50 to 62 cm 20 to 24 in tall at the withers and typically weigh 35 to 66 kg 77 to 146 lb with an average in the Venezuelan llanos of 489 kg 108 lb,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Females are slightly heavier than males,O O O O O O
The top recorded weights are 91 kg 201 lb for a wild female from Brazil and 735 kg 162 lb for a wild male from Uruguay,O O O O O O O O O O O O O O O O O O O O O O O O O O
Also an 81 kg individual was reported in São Paulo in 2001 or 2002,O O O O O O O O O O O O O O
The dental formula is 10131013 Capybaras have slightly webbed feet and vestigial tails,O O O O O ANIMAL O O O O O O O
Their hind legs are slightly longer than their forelegs they have three toes on their rear feet and four toes on their front feet,O O O O O O O O O O O O O O O O O O O O O O O O
Their muzzles are blunt with nostrils and the eyes and ears are near the top of their heads,O O O O O O O O O O O O O O O O O O
Capybaras are semiaquatic mammals found throughout all countries of South America except Chile,ANIMAL O O O O O O O O O O O O
They live in densely forested areas near bodies of water such as lakes rivers swamps ponds and marshes as well as flooded savannah and along rivers in the tropical rainforest,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
They are superb swimmers and can hold their breath underwater for up to five minutes at a time,O O O O O O O O O O O O O O O O O O
Capybara have flourished in cattle ranches,ANIMAL O O O O O
They roam in home ranges averaging 10 hectares 25 acres in highdensity populations,O O O O O O O O O O O O O
The cat Felis catus also referred to as the domestic cat is a small domesticated carnivorous mammal,O ANIMAL O O O O O O O O ANIMAL O O O O O O
It is the only domesticated species of the family Felidae,O O O O O O O O O O
Advances in archaeology and genetics have shown that the domestication of the cat occurred in the Near East around 7500 BC,O O O O O O O O O O O O ANIMAL O O O O O O O O
It is commonly kept as a pet and farm cat but also ranges freely as a feral cat avoiding human contact,O O O O O O O O O ANIMAL O O O O O O O ANIMAL O O O
It is valued by humans for companionship and its ability to kill vermin,O O O O O O O O O O O O O
Its retractable claws are adapted to killing small prey species such as mice and rats,O O O O O O O O O O O O O O O
It has a strong flexible body quick reflexes and sharp teeth and its night vision and sense of smell are well developed,O O O O O O O O O O O O O O O O O O O O O O
It is a social species but a solitary hunter and a crepuscular predator,O O O O O O O O O O O O O
Cat communication includes vocalizationsincluding meowing purring trilling hissing growling and gruntingas well as body language,ANIMAL O O O O O O O O O O O O O O
It can hear sounds too faint or too high in frequency for human ears such as those made by small mammals,O O O O O O O O O O O O O O O O O O O O O
It secretes and perceives pheromones,O O O O O
