text,label
"Lemurs ( LEE-mər; from Latin lemures lit. 'ghosts' or 'spirits') are wet-nosed primates of the superfamily Lemuroidea ( lem-yuurr-OY-dee-ə), divided into 8 families and consisting of 15 genera and around 100 existing species. They are endemic to the island of Madagascar. Most existing lemurs are small, have a pointed snout, large eyes, and a long tail. They chiefly live in trees and are active at night.
Lemurs share resemblance with other primates, but evolved independently from monkeys and apes. Due to Madagascar's highly seasonal climate, lemur evolution has produced a level of species diversity rivaling that of any other primate group.
Living lemurs range in weight from the 30-gram (1.1 oz) mouse lemur to the 9-kilogram (20 lb) indri. Since the arrival of humans on the island around 2,000 years ago, over a dozen species of ""giant lemurs"" larger than living lemur species have become extinct, including the gorilla-sized Archaeoindris. Lemurs share many common basal primate traits, such as divergent digits on their hands and feet, and nails instead of claws (in most species). However, their brain-to-body size ratio is smaller than that of anthropoid primates. As with all strepsirrhine primates, they have a ""wet nose"" (rhinarium).
Lemurs are generally the most social of the strepsirrhine primates, living in groups known as troops. They communicate more with scents and vocalizations than with visual signals. Lemurs have a relatively low basal metabolic rate, and as a result may exhibit dormancy such as hibernation or torpor. They also have seasonal breeding and female social dominance. Most eat a wide variety of fruits and leaves, while some are specialists. Two species of lemurs may coexist in the same forest due to different diets.
Lemur research during the 18th and 19th centuries focused on taxonomy and specimen collection. Modern studies of lemur ecology and behavior did not begin in earnest until the 1950s and 1960s. Initially hindered by political issues on Madagascar during the mid-1970s, field studies resumed in the 1980s. Lemurs are important for research because their mix of ancestral characteristics and traits shared with anthropoid primates can yield insights on primate and human evolution. Most species have been discovered or promoted to full species status since the 1990s; however, lemur taxonomic classification is controversial and depends on which species concept is used.
Many lemur species remain endangered due to habitat loss and hunting. Although local traditions, such as fady, generally help protect lemurs and their forests, illegal logging, economic privation and political instability conspire to thwart conservation efforts. Because of these threats and their declining numbers, the International Union for Conservation of Nature (IUCN) considers lemurs to be the world's most endangered mammals, noting that as of 2013 up to 90% of all lemur species confront the threat of extinction in the wild within the next 20 to 25 years. Ring-tailed lemurs are an iconic flagship species. Collectively, lemurs exemplify the biodiverse fauna of Madagascar and have facilitated the emergence of eco-tourism. In addition, conservation organizations increasingly seek to implement community-based approaches to save lemur species and promote sustainability.
Carl Linnaeus, the founder of modern binomial nomenclature, gave lemurs their name as early as 1758. With his declaration of the genus Lemur in the 10th edition of Systema Naturae, he included three species: Lemur tardigradus (the red slender loris, now known as Loris tardigradus), Lemur catta (the ring-tailed lemur), and Lemur volans (the Philippine colugo, now known as Cynocephalus volans). Although the term lemur was first intended for slender lorises, it was soon limited to the endemic Malagasy primates, which have been known as collectively ""lemurs"" ever since.",Lemur
"The leopard (Panthera pardus) is one of the five extant cat species in the genus Panthera. It has a pale yellowish to dark golden fur with dark spots grouped in rosettes. Its body is slender and muscular reaching a length of 92–183 cm (36–72 in) with a 66–102 cm (26–40 in) long tail and a shoulder height of 60–70 cm (24–28 in). Males typically weigh 30.9–72 kg (68–159 lb), and females 20.5–43 kg (45–95 lb).
The leopard was first described in 1758, and several subspecies were proposed in the 19th and 20th centuries. Today, eight subspecies are recognised in its wide range in Africa and Asia. It initially evolved in Africa during the Early Pleistocene, before migrating into Eurasia around the Early–Middle Pleistocene transition. Leopards were formerly present across Europe, but became extinct in the region at around the end of the Late Pleistocene-early Holocene.
The leopard is adapted to a variety of habitats ranging from rainforest to steppe, including arid and montane areas. It is an opportunistic predator, hunting mostly ungulates and primates. It relies on its spotted pattern for camouflage as it stalks and ambushes its prey, which it sometimes drags up a tree. It is a solitary animal outside the mating season and when raising cubs. Females usually give birth to a litter of 2–4 cubs once in 15–24 months. Both male and female leopards typically reach sexual maturity at the age 2–2.5 years.
Listed as Vulnerable on the IUCN Red List, leopard populations are currently threatened by habitat loss and fragmentation, and are declining in large parts of the global range. Leopards have had cultural roles in Ancient Greece, West Africa and modern Western culture. Leopard skins are popular in fashion.
The English name ""leopard"" comes from Old French leupart or Middle French liepart, that derives from Latin leopardus and ancient Greek λέοπάρδος (leopardos). Leopardos could be a compound of λέων (leōn), meaning 'lion', and πάρδος (pardos), meaning 'spotted'. The word λέοπάρδος originally referred to a cheetah (Acinonyx jubatus).
Oken's classification was not widely accepted, and Felis or Leopardus was used as the generic name until the early 20th century.
The leopard was designated as the type species of Panthera by Joel Asaph Allen in 1902.",Leopard
"The lion (Panthera leo) is a large cat of the genus Panthera, native to Africa and India. It has a muscular, broad-chested body; a short, rounded head; round ears; and a dark, hairy tuft at the tip of its tail. It is sexually dimorphic; adult male lions are larger than females and have a prominent mane. It is a social species, forming groups called prides. A lion's pride consists of a few adult males, related females, and cubs. Groups of female lions usually hunt together, preying mostly on medium-sized and large ungulates. The lion is an apex and keystone predator.
The lion inhabits grasslands, savannahs, and shrublands. It is usually more diurnal than other wild cats, but when persecuted, it adapts to being active at night and at twilight. During the Neolithic period, the lion ranged throughout Africa and Eurasia, from Southeast Europe to India, but it has been reduced to fragmented populations in sub-Saharan Africa and one population in western India. It has been listed as Vulnerable on the IUCN Red List since 1996 because populations in African countries have declined by about 43% since the early 1990s. Lion populations are untenable outside designated protected areas. Although the cause of the decline is not fully understood, habitat loss and conflicts with humans are the greatest causes for concern.
One of the most widely recognised animal symbols in human culture, the lion has been extensively depicted in sculptures and paintings, on national flags, and in literature and films. Lions have been kept in menageries since the time of the Roman Empire and have been a key species sought for exhibition in zoological gardens across the world since the late 18th century. Cultural depictions of lions have occurred worldwide, particularly has a symbol of power and royalty.
The English word lion is derived via Anglo-Norman liun from Latin leōnem (nominative: leō), which in turn was a borrowing from Ancient Greek λέων léōn. The Hebrew word לָבִיא lavi may also be related. The generic name Panthera is traceable to the classical Latin word 'panthēra' and the ancient Greek word πάνθηρ 'panther'.
Felis leo was the scientific name used by Carl Linnaeus in 1758, who described the lion in his work Systema Naturae. The genus name Panthera was coined by Lorenz Oken in 1816. Between the mid-18th and mid-20th centuries, 26 lion specimens were described and proposed as subspecies, of which 11 were recognised as valid in 2005. They were distinguished mostly by the size and colour of their manes and skins.
In the 19th and 20th centuries, several lion type specimens were described and proposed as subspecies, with about a dozen recognised as valid taxa until 2017. Between 2008 and 2016, IUCN Red List assessors used only two subspecific names: P. l. leo for African lion populations, and P. l. persica for the Asiatic lion population. In 2017, the Cat Classification Task Force of the Cat Specialist Group revised lion taxonomy, and recognises two subspecies based on results of several phylogeographic studies on lion evolution, namely:
P. l. leo (Linnaeus, 1758) − the nominate lion subspecies includes the Asiatic lion, the regionally extinct Barbary lion, and lion populations in West and northern parts of Central Africa. Synonyms include P. l. persica (Meyer, 1826), P. l. senegalensis (Meyer, 1826), P. l. kamptzi (Matschie, 1900), and P. l. azandica (Allen, 1924). Multiple authors referred to it as 'northern lion' and 'northern subspecies'.",Lion
"Lizard is the common name used for all squamate reptiles other than snakes (and to a lesser extent amphisbaenians), encompassing over 7,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains. The grouping is paraphyletic as some lizards are more closely related to snakes than they are to other lizards. Lizards range in size from chameleons and geckos a few centimeters long to the 3-meter-long Komodo dragon.
Most lizards are quadrupedal, running with a strong side-to-side motion. Some lineages (known as ""legless lizards"") have secondarily lost their legs, and have long snake-like bodies. Some lizards, such as the forest-dwelling Draco, are able to glide. They are often territorial, the males fighting off other males and signalling, often with bright colours, to attract mates and to intimidate rivals. Lizards are mainly carnivorous, often being sit-and-wait predators; many smaller species eat insects, while the Komodo eats mammals as big as water buffalo.
Lizards make use of a variety of antipredator adaptations, including venom, camouflage, reflex bleeding, and the ability to sacrifice and regrow their tails.
The adult length of species within the suborder ranges from a few centimeters for chameleons such as Brookesia micra and geckos such as Sphaerodactylus ariasae to nearly 3 m (10 ft) in the case of the largest living varanid lizard, the Komodo dragon. Most lizards are fairly small animals.
Lizards typically have rounded torsos, elevated heads on short necks, four limbs and long tails, although some are legless. Lizards and snakes share a movable quadrate bone, distinguishing them from the rhynchocephalians, which have more rigid diapsid skulls. Some lizards such as chameleons have prehensile tails, assisting them in climbing among vegetation.
As in other reptiles, the skin of lizards is covered in overlapping scales made of keratin. This provides protection from the environment and reduces water loss through evaporation. This adaptation enables lizards to thrive in some of the driest deserts on earth. The skin is tough and leathery, and is shed (sloughed) as the animal grows. Unlike snakes which shed the skin in a single piece, lizards slough their skin in several pieces. The scales may be modified into spines for display or protection, and some species have bone osteoderms underneath the scales.
The dentitions of lizards reflect their wide range of diets, including carnivorous, insectivorous, omnivorous, herbivorous, nectivorous, and molluscivorous. Species typically have uniform teeth suited to their diet, but several species have variable teeth, such as cutting teeth in the front of the jaws and crushing teeth in the rear. Most species are pleurodont, though agamids and chameleons are acrodont.",Lizard
"The llama (; Spanish pronunciation: or ) (Lama glama) is a domesticated South American camelid, widely used as a meat and pack animal by Andean cultures since the pre-Columbian era.
Llamas are social animals and live with others as a herd. Their wool is soft and contains only a small amount of lanolin. Llamas can learn simple tasks after a few repetitions. When using a pack, they can carry about 25 to 30% of their body weight for 8 to 13 km (5–8 miles). The name llama (also historically spelled ""lama"" or ""glama"") was adopted by European settlers from native Peruvians.
The ancestors of llamas are thought to have originated on the Great Plains of North America about 40 million years ago and subsequently migrated to South America about three million years ago during the Great American Interchange. By the end of the last ice age (10,000–12,000 years ago), camelids were extinct in North America. As of 2007, there were over seven million llamas and alpacas in South America. Some were imported to the United States and Canada late in the 20th century; their descendants now number more than 158,000 llamas and 100,000 alpacas.
In Aymara mythology, llamas are important beings. The Heavenly Llama is said to drink water from the ocean and urinates as it rains. According to Aymara eschatology, llamas will return to the water springs and ponds where they come from at the end of time.
Lamoids, or llamas (as they are more generally known as a group), consist of the vicuña (Lama vicugna), guanaco (Lama guanicoe), Suri alpaca, and Huacaya alpaca (Lama pacos), and the domestic llama (Lama glama). Guanacos and vicuñas live in the wild, while llamas and alpacas exist only as domesticated animals. Although early writers compared llamas to sheep, their similarity to the camel was soon recognized. They were included in the genus Camelus along with alpaca in the Systema Naturae (1758) of Carl Linnaeus. They were, however, separated by Georges Cuvier in 1800 under the name of lama along with the guanaco. DNA analysis has confirmed that the guanaco is the wild ancestor of the llama, while the vicuña is the wild ancestor of the alpaca.
The 19th-century discoveries of a vast and previously unexpected extinct Paleogene fauna of North America, as interpreted by paleontologists Joseph Leidy, Edward Drinker Cope, and Othniel Charles Marsh, aided understanding of the early history of this family. Llamas were not always confined to South America; abundant llama-like remains were found in Pleistocene deposits in the Rocky Mountains and in Central America. Some of the fossil llamas were much larger than current forms. Some species remained in North America during the last ice ages. North American llamas are categorized as an extinct genus, Hemiauchenia. Llama-like animals would have been a common sight 25,000 years ago in modern-day California, Texas, New Mexico, Utah, Missouri, and Florida.
A full-grown llama can reach a height of 1.7 to 1.8 m (5 ft 7 in to 5 ft 11 in) at the top of the head and can weigh between 130 and 272 kg (287 and 600 lb). At maturity, males can weigh 94.74 kg, while females can weigh 102.27 kg. At birth, a baby llama (called a cria) can weigh between 9 and 14 kg (20 and 31 lb). Llamas typically live for 15 to 25 years, with some individuals surviving 30 years or more.",Llama
"A lynx ( links; pl.: lynx or lynxes) is any of the four extant species (the Canada lynx, Iberian lynx, Eurasian lynx and the bobcat) within the medium-sized wild cat genus Lynx. The name originated in Middle English via Latin from the Greek word lynx (λύγξ), derived from the Indo-European root *leuk- ('light', 'brightness'), in reference to the luminescence of its reflective eyes.
Lynx have a short tail, characteristic tufts of black hair on the tips of their ears, large, padded paws for walking on snow and long whiskers on the face. Under their neck, they have a ruff, which has black bars resembling a bow tie, although this is often not visible.
Body colour varies from medium brown to goldish to beige-white, and is occasionally marked with dark brown spots, especially on the limbs. All species of lynx have white fur on their chests, bellies and on the insides of their legs, fur which is an extension of the chest and belly fur. The lynx's colouring, fur length and paw size vary according to the climate in their range. In the Southwestern United States, they are short-haired, dark in colour and their paws are smaller and less padded. In colder northern climates lynx have thicker and lighter fur as well as larger and more padded paws that are well-adapted to snow.
The smallest species are the bobcat and the Canada lynx, while the largest is the Eurasian lynx, with considerable variations within species.
All living species of Lynx are thought to descend from Lynx issiodorensis, which first appeared during the early Pliocene in Africa, around 4 million years ago, shortly afterwards dispersing into Eurasia. The bobcat is thought to have arised from a dispersal across the Bering Land Bridge during the Early Pleistocene, around 2.5-2.4 million years ago, with the Iberian lynx suggested to have speciated around 1 million years ago, at the end of the Early Pleistocene, the Eurasian lynx is thought to have evolved from Asian populations of Lynx issidorensis. The Canada lynx is thought to descend from a separate later migration of Eurasian lynx over the Bering Land Bridge around 200,000 years ago.
The Pliocene felid Felis rexroadensis from North America has been proposed as an even earlier ancestor; however, this was larger than any living species, and is not currently classified as a true lynx. Another extinct species of Lynx, L. shansius, inhabited what is now northern China during the Early Pleistocene, though this species is considered by some researchers to be a junior synonym of L. issiodorensis.
=== Eurasian lynx ===",Lynx
"Magpies are birds of various species of the family Corvidae. Like other members of their family, they are widely considered to be intelligent creatures. The Eurasian magpie, for instance, is thought to rank among the world's most intelligent creatures, and is one of the few nonmammalian species able to recognize itself in a mirror test. Magpies have shown the ability to make and use tools, imitate human speech, grieve, play games, and work in teams. They are particularly well known for their songs and were once popular as cagebirds. In addition to other members of the genus Pica, corvids considered magpies are in the genera Cissa, Urocissa, and Cyanopica.
Magpies of the genus Pica are generally found in temperate regions of Europe, Asia, and western North America, with populations also present in Tibet and high-elevation areas of Kashmir. Magpies of the genus Cyanopica are found in East Asia and the Iberian Peninsula. The birds called magpies in Australia are, however, not related to the magpies in the rest of the world.
References dating back to Old English call the bird a ""pie"", derived from the Latin pica and cognate to French pie; this term has fallen out of use. The tendency in previous centuries was to give birds common names, such as robin redbreast (which now is called the robin) and jenny wren. The magpie was originally variously maggie pie and mag pie. The term ""pica"" for the human disorder involving a compulsive desire to eat items that are not food is borrowed from the Latin name of the magpie, pica, for its reputed tendency to feed on miscellaneous things.
According to some studies, magpies do not form the monophyletic group they are traditionally believed to be; tails have elongated (or shortened) independently in multiple lineages of corvid birds. Among the traditional magpies, two distinct lineages apparently exist. One consists of Holarctic species with black and white colouration, and is probably closely related to crows and Eurasian jays. The other contains several species from South to East Asia with vivid colouration, which is predominantly green or blue. The azure-winged magpie and the Iberian magpie, formerly thought to constitute a single species with a most peculiar distribution, have been shown to be two distinct species, and are classified as the genus Cyanopica.
Other research has cast doubt on the taxonomy of the Pica magpies, since P. hudsonia and P. nuttalli may not be different species, whereas the Korean race of P. pica is genetically very distinct from the other Eurasian (as well as the North American) forms. Either the North American, Korean, and remaining Eurasian forms are accepted as three or four separate species, or else only a single species, Pica pica, exists.
Oriental (blue and green) magpies
Taiwan blue magpie, Urocissa caerulea",Magpie
"Manatees (, family Trichechidae, genus Trichechus) are large, fully aquatic, mostly herbivorous marine mammals sometimes known as sea cows. There are three accepted living species of Trichechidae, representing three of the four living species in the order Sirenia: the Amazonian manatee (Trichechus inunguis), the West Indian manatee (Trichechus manatus), and the West African manatee (Trichechus senegalensis). They measure up to 4.0 metres (13 ft 1 in) long, weigh as much as 590 kilograms (1,300 lb), and have paddle-like tails.
Manatees are herbivores and eat over 60 different freshwater and saltwater plants. Manatees inhabit the shallow, marshy coastal areas and rivers of the Caribbean Sea, the Gulf of Mexico, the Amazon basin, and West Africa.
The main causes of death for manatees are human-related issues, such as habitat destruction and human objects. Their slow-moving, curious nature has led to violent collisions with propeller-driven boats and ships. Some manatees have been found with over 50 scars on them from propeller blades. Natural causes of death include adverse temperatures, predation by crocodiles on young, and disease.
The etymology of the name is unclear, with connections having been made to Latin manus ""hand"" and to the term manaty ""breast"" from the Carib language of native South Americans. The Carib term may refer to the mammary glands of the manatee, which are located on their chests under their armpits. The term sea cow is a reference to the species' slow, peaceful, herbivorous nature, reminiscent of that of bovines. Lamantin (from French lamantin) was commonly used as an alternative name until the 20th century.
Manatees are three of the four living species in the order Sirenia. The fourth is the Eastern Hemisphere's dugong. The Sirenia are thought to have evolved from four-legged land mammals more than 60 million years ago, with the closest living relatives being the Proboscidea (elephants) and Hyracoidea (hyraxes).
Manatees weigh 400 to 550 kg (880 to 1,210 lb), and average 2.8 to 3.0 m (9 ft 2 in to 9 ft 10 in) in length, sometimes growing to 4.6 m (15 ft 1 in) and 1,775 kg (3,913 lb) and females tend to be larger and heavier than males. At birth, baby manatees weigh about 30 kg (66 lb) each. The female manatee has two teats, one under each flipper, a characteristic that was used to make early links between the manatee and elephants.
The lids of manatees' small, widely spaced eyes close in a circular manner. The manatee has a large, flexible, prehensile upper lip, used to gather food and eat and for social interaction and communication. Manatees have shorter snouts than their fellow sirenians, the dugongs.",Manatee
"Mockingbirds are a group of New World passerine birds from the family Mimidae. They are best known for the habit of some species mimicking the songs of other birds and the sounds of insects and amphibians, often loudly and in rapid succession and for being extremely territorial when raising hatchlings. Studies have shown the ability of some species to identify individual humans and treat them differently based on learned threat assessments.
The only mockingbird commonly found in North America is the northern mockingbird. Mockingbirds are known for singing late at night, even past midnight.
The northern mockingbird is the state bird of five states in the United States, a trend that was started in 1920, when the Texas Federation of Women's Clubs proposed the idea. In January 1927, Governor Dan Moody approved this, and Texas became the first state ever to choose a state bird. Since then, Arkansas, Florida, Mississippi, and Tennessee have also adopted the Northern Mockingbird as their official state bird.
There are about 17 species in two genera, although three species of mockingbird from the Galápagos Islands were formerly separated into a third genus, Nesomimus. The mockingbirds do not appear to form a monophyletic lineage, as Mimus and Melanotis are not each other's closest relatives; instead, Melanotis appears to be more closely related to the catbirds, while the closest living relatives of Mimus appear to be thrashers, such as the sage thrasher.
Brown-backed mockingbird, Mimus dorsalis
Bahama mockingbird, Mimus gundlachii
Long-tailed mockingbird, Mimus longicaudatus",Mockingbird
"A mongoose is a small terrestrial carnivorous mammal belonging to the family Herpestidae. This family has two subfamilies, the Herpestinae and the Mungotinae. The Herpestinae comprises 23 living species that are native to southern Europe, Africa and Asia, whereas the Mungotinae comprises 11 species native to Africa.
The plural form is ""mongooses"".
Mongooses have long faces and bodies, small, rounded ears, short legs, and long, tapering tails. Most are brindled or grizzly; a few have strongly marked coats which bear a striking resemblance to mustelids. Their nonretractile claws are used primarily for digging. Mongooses, much like goats, have narrow, ovular pupils. Most species have a large anal scent gland, used for territorial marking and signaling reproductive status and a short and smooth penis with a baculum and an elongated urethral opening on its underside. The dental formula of mongooses is 3.1.3–4.1–23.1.3–4.1–2.
Mongooses are one of at least four known mammalian taxa with mutations in the nicotinic acetylcholine receptor that protect against snake venom. Their modified receptors prevent the snake venom α-neurotoxin from binding. These represent four separate, independent mutations. In the mongoose, this change is effected, uniquely, by glycosylation.
Herpestina was a scientific name proposed by Charles Lucien Bonaparte in 1845 who considered the mongooses a subfamily of the Viverridae. In 1864, John Edward Gray classified the mongooses into three subfamilies: Galidiinae, Herpestinae and Mungotinae. This grouping was supported by Reginald Innes Pocock in 1919, who referred to the family as ""Mungotidae"".
Phylogenetic research of 18 mongoose species revealed that the solitary and social mongooses form different clades.
Mongooses mostly feed on insects, crabs, earthworms, lizards, birds, and rodents. However, they also eat eggs and carrion.",Mongoose
"Monkey is a common name that may refer to most mammals of the infraorder Simiiformes, also known as simians. Traditionally, all animals in the group now known as simians are counted as monkeys except the apes. Thus monkeys, in that sense, constitute an incomplete paraphyletic grouping; however, in the broader sense based on cladistics, apes (Hominoidea) are also included, making the terms monkeys and simians synonyms in regard to their scope.
In 1812, Étienne Geoffroy grouped the apes and the Cercopithecidae group of monkeys together and established the name Catarrhini, ""Old World monkeys"" (""singes de l'Ancien Monde"" in French). The extant sister of the Catarrhini in the monkey (""singes"") group is the Platyrrhini (New World monkeys). Some nine million years before the divergence between the Cercopithecidae and the apes, the Platyrrhini emerged within ""monkeys"" by migration to South America from Afro-Arabia (the Old World), likely by ocean. Apes are thus deep in the tree of extant and extinct monkeys, and any of the apes is distinctly closer related to the Cercopithecidae than the Platyrrhini are.
Many monkey species are tree-dwelling (arboreal), although there are species that live primarily on the ground, such as baboons. Most species are mainly active during the day (diurnal). Monkeys are generally considered to be intelligent, especially the Old World monkeys.
Within suborder Haplorhini, the simians are a sister group to the tarsiers – the two members diverged some 70 million years ago. New World monkeys and catarrhine monkeys emerged within the simians roughly 35 million years ago. Old World monkeys and apes emerged within the catarrhine monkeys about 25 million years ago. Extinct basal simians such as Aegyptopithecus or Parapithecus (35–32 million years ago) are also considered monkeys by primatologists.
Lemurs, lorises, and galagos are not monkeys, but strepsirrhine primates (suborder Strepsirrhini). The simians' sister group, the tarsiers, are also haplorhine primates; however, they are also not monkeys.
Apes emerged within monkeys as sister of the Cercopithecidae in the Catarrhini, so cladistically they are monkeys as well. However, there has been resistance to directly designate apes (and thus humans) as monkeys, so ""Old World monkey"" may be taken to mean either the Cercopithecoidea (not including apes) or the Catarrhini (including apes). That apes are monkeys was already realized by Georges-Louis Leclerc, Comte de Buffon in the 18th century. Linnaeus placed this group in 1758 together with the tarsiers, in a single genus ""Simia"" (sans Homo), an ensemble now recognised as the Haplorhini.
Monkeys, including apes, can be distinguished from other primates by having only two pectoral nipples, a pendulous penis, and a lack of sensory whiskers.",Monkey
"The moose (pl.: 'moose'; used in North America) or elk (pl.: 'elk' or 'elks'; used in Eurasia) (Alces alces) is the world's tallest, largest and heaviest extant species of deer and the only species in the genus Alces. It is also the tallest, and the second-largest, land animal in North America, falling short only of the American bison in body mass. Most adult male moose have broad, palmate (""open-hand shaped"") antlers; other members of the deer family have pointed antlers with a dendritic (""twig-like"") configuration. Moose inhabit the circumpolar boreal forests or temperate broadleaf and mixed forests of the Northern Hemisphere, thriving in cooler, temperate areas as well as subarctic climates.
Hunting shaped the relationship between moose and humans, both in Eurasia and North America. Prior to the colonial era (around 1600–1700 CE), moose were one of many valuable sources of sustenance for certain tribal groups and First Nations. Hunting and habitat loss have reduced the moose's range; this fragmentation has led to sightings of ""urban moose"" in some areas.
The moose has been reintroduced to some of its former habitats. Currently, the greatest populations occur in Canada, where they can be found in all provinces (excepting Nunavut and Prince Edward Island); additionally, substantial numbers of moose are found in Alaska, New England (with Maine having the most of the contiguous United States), the State of New York, Fennoscandia, the Baltic states, the Caucasus region, Belarus, Poland, Eastern Europe, Mongolia, Kazakhstan, and Russia. In the United States (outside of Alaska and New England), most moose are found further to the north, west and northeast (including Colorado, Idaho, Michigan, Minnesota, Montana, North Dakota, Utah, Vermont, Wisconsin and Wyoming), and individuals have been documented wandering as far south as western Oklahoma, northeastern Arizona and northwestern New Mexico.
Predominantly a browser, the moose's diet consists of both terrestrial and aquatic vegetation, depending on the season, with branches, twigs and dead wood making up a large portion of their winter diet. Predators of moose include wolves, bears, humans, wolverines (rarely, though may take calves), and (rarely, if swimming in the ocean) orcas. Unlike most other deer species, moose do not form herds and are solitary animals, aside from calves who remain with their mother until the cow begins estrus again (typically 18 months after the birth of a calf). At this point, the cow chases her calf away. Although generally slow-moving and sedentary, moose can become defensively aggressive, and move very quickly if angered or startled. Their mating season in the autumn features energetic fights between males competing for a female.
Alces alces is called a ""moose"" in North American English, but an ""elk"" in British English. The word ""elk"" in North American English refers to a completely different species of deer, Cervus canadensis, also called the wapiti (from Algonquin). A mature male moose is called a bull, a mature female a cow, and an immature moose of either sex a calf.
The word ""moose"" had first entered English by 1606 and is borrowed from the Algonquian languages (compare the Narragansett moos and Eastern Abenaki mos; according to early sources, these were likely derived from moosu, meaning 'he strips off'), and possibly involved forms from multiple languages mutually reinforcing one another. The Proto-Algonquian form was *mo·swa.
On average, an adult moose stands 1.4–2.1 m (4 ft 7 in – 6 ft 11 in) high at the shoulder, which is more than 30 centimetres (1 ft) higher than the next-largest deer on average, the wapiti. The tail is short (6 cm to 8 cm in length) and vestigial in appearance; unlike other ungulates the moose tail is too short to swish away insects. Males (or ""bulls"") normally weigh from 380 to 700 kg (838 to 1,543 lb) and females (or ""cows"") typically weigh 200 to 490 kg (441 to 1,080 lb), depending on racial or clinal as well as individual age or nutritional variations. The head-and-body length is 2.4–3.1 m (7 ft 10 in – 10 ft 2 in), with the vestigial tail adding only a further 5–12 cm (2–4+1⁄2 in). The largest of all the races is the Alaskan subspecies (A. a. gigas), which can stand over 2.1 m (6 ft 11 in) at the shoulder, has a span across the antlers of 1.8 m (5 ft 11 in) and averages 634.5 kg (1,399 lb) in males and 478 kg (1,054 lb) in females. Typically, however, the antlers of a mature bull are between 1.2 and 1.5 m (3 ft 11 in and 4 ft 11 in). The largest confirmed size for this species was a bull shot at the Yukon River in September 1897 that weighed 820 kg (1,808 lb) and measured 2.33 m (7 ft 8 in) high at the shoulder. There have been reported cases of even larger moose, including a bull killed in 2004 that weighed 1,043 kg (2,299 lb), and a bull that reportedly scaled 1,180 kg (2,601 lb), but none are authenticated and some may not be considered reliable.",Moose
"A mouse (pl.: mice) is a small rodent. Characteristically, mice are known to have a pointed snout, small rounded ears, a body-length scaly tail, and a high breeding rate. The best known mouse species is the common house mouse (Mus musculus). Mice are also popular as pets. In some places, certain kinds of field mice are locally common. They are known to invade homes for food and shelter.
Mice are typically distinguished from rats by their size. Generally, when a muroid rodent is discovered, its common name includes the term mouse if it is smaller, or rat if it is larger. The common terms rat and mouse are not taxonomically specific. Typical mice are classified in the genus Mus, but the term mouse is not confined to members of Mus and can also apply to species from other genera such as the deer mouse (Peromyscus).
Domestic mice sold as pets often differ substantially in size from the common house mouse. This is attributable to breeding and different conditions in the wild. The best-known strain of mouse is the white lab mouse. It has more uniform traits that are appropriate to its use in research.
Cats, wild dogs, foxes, birds of prey, snakes and certain kinds of arthropods have been known to prey upon mice. Despite this, mice populations remain plentiful. Due to its remarkable adaptability to almost any environment, the mouse is one of the most successful mammalian genera living on Earth today.
In certain contexts, mice can be considered vermin. Vermin are a major source of crop damage, as they are known to cause structural damage and spread disease. Mice spread disease through their feces and are often carriers of parasites. In North America, breathing dust that has come in contact with mouse excrement has been linked to hantavirus, which may lead to hantavirus pulmonary syndrome (HPS).
Kangaroo mouse, genus Microdipodops
Pocket mouse, tribe Perognathinae",Mouse
